name,metric,question_id,value
mecanismoBase,faithfulness,0,0.0
mecanismoBase,faithfulness,1,1.0
mecanismoBase,faithfulness,2,0.6666666666666666
mecanismoBase,faithfulness,3,1.0
mecanismoBase,faithfulness,4,1.0
mecanismoBase,faithfulness,5,1.0
mecanismoBase,faithfulness,6,0.6666666666666666
mecanismoBase,faithfulness,7,1.0
mecanismoBase,faithfulness,8,0.75
mecanismoBase,faithfulness,9,0.0
mecanismoBase,faithfulness,10,1.0
mecanismoBase,faithfulness,11,0.0
mecanismoBase,faithfulness,12,0.5
mecanismoBase,faithfulness,13,1.0
mecanismoBase,faithfulness,14,0.0
mecanismoBase,faithfulness,15,1.0
mecanismoBase,faithfulness,16,1.0
mecanismoBase,faithfulness,17,0.75
mecanismoBase,faithfulness,18,0.0
mecanismoBase,faithfulness,19,1.0
mecanismoBase,faithfulness,20,0.5
mecanismoBase,faithfulness,21,0.8571428571428571
mecanismoBase,faithfulness,22,0.0
mecanismoBase,faithfulness,23,0.6666666666666666
mecanismoBase,faithfulness,24,0.6666666666666666
mecanismoBase,faithfulness,25,1.0
mecanismoBase,faithfulness,26,0.6666666666666666
mecanismoBase,faithfulness,27,1.0
mecanismoBase,faithfulness,28,1.0
mecanismoBase,faithfulness,29,0.0
mecanismoBase,faithfulness,30,0.0
mecanismoBase,faithfulness,31,0.0
mecanismoBase,faithfulness,32,0.0
mecanismoBase,faithfulness,33,0.3333333333333333
mecanismoBase,faithfulness,34,0.0
mecanismoBase,faithfulness,35,0.3333333333333333
mecanismoBase,faithfulness,36,0.6666666666666666
mecanismoBase,faithfulness,37,0.5
mecanismoBase,faithfulness,38,0.5
mecanismoBase,faithfulness,39,1.0
mecanismoBase,faithfulness,40,1.0
mecanismoBase,faithfulness,41,0.5
mecanismoBase,faithfulness,42,1.0
mecanismoBase,faithfulness,43,0.25
mecanismoBase,faithfulness,44,0.75
mecanismoBase,faithfulness,45,1.0
mecanismoBase,faithfulness,46,0.25
mecanismoBase,faithfulness,47,1.0
mecanismoBase,faithfulness,48,0.6666666666666666
mecanismoBase,faithfulness,49,0.5
mecanismoBase,faithfulness,50,0.25
mecanismoBase,faithfulness,51,1.0
mecanismoBase,faithfulness,52,0.8333333333333334
mecanismoBase,faithfulness,53,1.0
mecanismoBase,faithfulness,54,0.0
mecanismoBase,faithfulness,55,0.5
mecanismoBase,faithfulness,56,0.4
mecanismoBase,faithfulness,57,0.3333333333333333
mecanismoBase,faithfulness,58,0.8333333333333334
mecanismoBase,faithfulness,59,0.8
mecanismoBase,faithfulness,60,0.0
mecanismoBase,faithfulness,61,0.6666666666666666
mecanismoBase,faithfulness,62,1.0
mecanismoBase,faithfulness,63,0.3333333333333333
mecanismoBase,faithfulness,64,0.8
mecanismoBase,faithfulness,65,0.5
