name,metric,question_id,value
todos,faithfulness,0,0.0
todos,faithfulness,1,0.0
todos,faithfulness,2,0.0
todos,faithfulness,3,0.0
todos,faithfulness,4,0.0
todos,faithfulness,5,0.6666666666666666
todos,faithfulness,6,0.6666666666666666
todos,faithfulness,7,0.16666666666666666
todos,faithfulness,8,0.6
todos,faithfulness,9,0.4
todos,faithfulness,10,0.5
todos,faithfulness,11,1.0
todos,faithfulness,12,1.0
todos,faithfulness,13,0.3333333333333333
todos,faithfulness,14,0.3333333333333333
todos,faithfulness,15,0.0
todos,faithfulness,16,0.25
todos,faithfulness,17,0.6666666666666666
todos,faithfulness,18,1.0
todos,faithfulness,19,1.0
todos,faithfulness,20,0.6666666666666666
todos,faithfulness,21,1.0
todos,faithfulness,22,1.0
todos,faithfulness,23,1.0
todos,faithfulness,24,0.3333333333333333
todos,faithfulness,25,0.0
todos,faithfulness,26,0.75
todos,faithfulness,27,0.0
todos,faithfulness,28,0.6666666666666666
todos,faithfulness,29,0.5
todos,faithfulness,30,0.6666666666666666
todos,faithfulness,31,0.5
todos,faithfulness,32,0.5
todos,faithfulness,33,0.5
todos,faithfulness,34,0.8
todos,faithfulness,35,1.0
todos,faithfulness,36,0.75
todos,faithfulness,37,1.0
todos,faithfulness,38,1.0
todos,faithfulness,39,0.75
todos,faithfulness,40,0.0
todos,faithfulness,41,1.0
todos,faithfulness,42,0.6666666666666666
todos,faithfulness,43,0.3333333333333333
todos,faithfulness,44,0.75
todos,faithfulness,45,0.6
todos,faithfulness,46,0.3333333333333333
todos,faithfulness,47,0.25
todos,faithfulness,48,1.0
todos,faithfulness,49,0.0
todos,faithfulness,50,1.0
todos,faithfulness,51,0.0
todos,faithfulness,52,0.6666666666666666
todos,faithfulness,53,0.8333333333333334
todos,faithfulness,54,1.0
todos,faithfulness,55,1.0
todos,faithfulness,56,0.0
todos,faithfulness,57,0.0
todos,faithfulness,58,0.6666666666666666
todos,faithfulness,59,0.5
todos,faithfulness,60,1.0
todos,faithfulness,61,0.5
todos,faithfulness,62,0.5
todos,faithfulness,63,0.25
todos,faithfulness,64,0.0
todos,faithfulness,65,1.0
todos,faithfulness,66,1.0
todos,faithfulness,67,0.3333333333333333
todos,faithfulness,68,0.6666666666666666
todos,faithfulness,69,0.6666666666666666
todos,faithfulness,70,1.0
todos,faithfulness,71,0.6666666666666666
todos,faithfulness,72,0.8
todos,faithfulness,73,0.0
todos,faithfulness,74,1.0
todos,faithfulness,75,1.0
todos,faithfulness,76,0.5
todos,faithfulness,77,0.3333333333333333
todos,faithfulness,78,0.3333333333333333
todos,faithfulness,79,1.0
todos,faithfulness,80,0.25
todos,faithfulness,81,1.0
todos,faithfulness,82,0.0
todos,faithfulness,83,0.0
todos,faithfulness,84,0.25
todos,faithfulness,85,0.4
todos,faithfulness,86,0.3333333333333333
todos,faithfulness,87,1.0
todos,faithfulness,88,0.6666666666666666
todos,faithfulness,89,0.5
todos,faithfulness,90,0.0
todos,faithfulness,91,0.5
todos,faithfulness,92,0.5
todos,faithfulness,93,1.0
todos,faithfulness,94,0.5
todos,faithfulness,95,0.75
todos,faithfulness,96,0.6666666666666666
todos,faithfulness,97,1.0
todos,faithfulness,98,1.0
todos,faithfulness,99,1.0
todos,answer_relevancy,0,-0.0
todos,answer_relevancy,1,0.0
todos,answer_relevancy,2,0.0
todos,answer_relevancy,3,0.0
todos,answer_relevancy,4,0.0
todos,answer_relevancy,5,0.0
todos,answer_relevancy,6,0.0
todos,answer_relevancy,7,0.0
todos,answer_relevancy,8,0.0
todos,answer_relevancy,9,0.8464488904675115
todos,answer_relevancy,10,0.9999827926253819
todos,answer_relevancy,11,0.0
todos,answer_relevancy,12,0.9740857317691652
todos,answer_relevancy,13,0.9797049442378428
todos,answer_relevancy,14,0.9736357674249794
todos,answer_relevancy,15,-0.0
todos,answer_relevancy,16,0.9180527953637725
todos,answer_relevancy,17,0.9940116251733468
todos,answer_relevancy,18,0.5970781099514447
todos,answer_relevancy,19,0.9997065805743318
todos,answer_relevancy,20,0.0
todos,answer_relevancy,21,0.9738932974379985
todos,answer_relevancy,22,0.9461559217824401
todos,answer_relevancy,23,0.9752814845528174
todos,answer_relevancy,24,0.0
