name,metric,question_id,value
Delete,faithfulness,0,0.5
Delete,faithfulness,1,0.0
Delete,faithfulness,2,1.0
Delete,faithfulness,3,0.5
Delete,faithfulness,4,0.0
Delete,faithfulness,5,0.5
Delete,faithfulness,6,0.0
Delete,faithfulness,7,1.0
Delete,faithfulness,8,0.5
Delete,faithfulness,9,1.0
Delete,faithfulness,10,0.0
Delete,faithfulness,11,1.0
Delete,faithfulness,12,0.0
Delete,faithfulness,13,1.0
Delete,faithfulness,14,0.5
Delete,faithfulness,15,0.0
Delete,faithfulness,16,0.5
Delete,faithfulness,17,0.0
Delete,faithfulness,18,0.5
Delete,faithfulness,19,0.0
Delete,faithfulness,20,0.25
Delete,faithfulness,21,0.0
Delete,faithfulness,22,0.0
Delete,faithfulness,23,0.0
Delete,faithfulness,24,0.6666666666666666
Delete,faithfulness,25,0.0
Delete,faithfulness,26,0.3333333333333333
Delete,faithfulness,27,0.0
Delete,faithfulness,28,1.0
Delete,faithfulness,29,0.0
Delete,faithfulness,30,0.0
Delete,faithfulness,31,0.5
Delete,faithfulness,32,0.3333333333333333
Delete,faithfulness,33,0.0
Delete,faithfulness,34,0.0
Delete,faithfulness,35,0.25
Delete,faithfulness,36,0.0
Delete,faithfulness,37,0.25
Delete,faithfulness,38,0.25
Delete,faithfulness,39,0.25
Delete,faithfulness,40,0.25
Delete,faithfulness,41,0.5
Delete,faithfulness,42,0.0
Delete,faithfulness,43,0.25
Delete,faithfulness,44,0.0
Delete,faithfulness,45,0.0
Delete,faithfulness,46,0.0
Delete,faithfulness,47,0.0
Delete,faithfulness,48,0.0
Delete,faithfulness,49,0.0
Delete,faithfulness,50,0.0
Delete,faithfulness,51,0.25
Delete,faithfulness,52,0.3333333333333333
Delete,faithfulness,53,1.0
Delete,faithfulness,54,1.0
Delete,faithfulness,55,1.0
Delete,faithfulness,56,0.0
Delete,faithfulness,57,0.5
Delete,faithfulness,58,0.3333333333333333
Delete,faithfulness,59,0.6666666666666666
Delete,faithfulness,60,0.5
Delete,faithfulness,61,0.0
Delete,faithfulness,62,0.6666666666666666
Delete,faithfulness,63,0.8
Delete,faithfulness,64,0.6666666666666666
Delete,faithfulness,65,0.6666666666666666
Delete,faithfulness,66,0.6666666666666666
Delete,faithfulness,67,0.6666666666666666
Delete,faithfulness,68,0.3333333333333333
Delete,faithfulness,69,0.5
Delete,faithfulness,70,0.3333333333333333
Delete,faithfulness,71,0.0
Delete,faithfulness,72,0.25
Delete,faithfulness,73,0.0
Delete,faithfulness,74,0.3333333333333333
Delete,faithfulness,75,0.6666666666666666
Delete,faithfulness,76,0.0
Delete,faithfulness,77,0.5
Delete,faithfulness,78,0.5
Delete,faithfulness,79,1.0
Delete,faithfulness,80,0.0
Delete,faithfulness,81,0.6666666666666666
Delete,faithfulness,82,0.0
Delete,faithfulness,83,0.5
Delete,faithfulness,84,0.25
Delete,faithfulness,85,0.3333333333333333
Delete,faithfulness,86,0.3333333333333333
Delete,faithfulness,87,0.25
Delete,faithfulness,88,0.25
Delete,faithfulness,89,0.3333333333333333
Delete,faithfulness,90,0.5
Delete,faithfulness,91,1.0
Delete,faithfulness,92,0.5
Delete,faithfulness,93,0.3333333333333333
Delete,faithfulness,94,1.0
Delete,faithfulness,95,0.25
Delete,faithfulness,96,0.25
Delete,faithfulness,97,0.6666666666666666
Delete,faithfulness,98,0.0
Delete,faithfulness,99,0.3333333333333333
Delete,answer_relevancy,0,0.0
Delete,answer_relevancy,1,0.0
Delete,answer_relevancy,2,0.8501202478117689
Delete,answer_relevancy,3,0.0
Delete,answer_relevancy,4,0.0
Delete,answer_relevancy,5,0.0
Delete,answer_relevancy,6,0.0
Delete,answer_relevancy,7,0.0
Delete,answer_relevancy,8,0.0
Delete,answer_relevancy,9,0.0
Delete,answer_relevancy,10,0.0
Delete,answer_relevancy,11,0.0
Delete,answer_relevancy,12,0.0
Delete,answer_relevancy,13,0.0
Delete,answer_relevancy,14,0.0
Delete,answer_relevancy,15,0.9385874160319553
Delete,answer_relevancy,16,0.0
Delete,answer_relevancy,17,0.0
Delete,answer_relevancy,18,0.0
Delete,answer_relevancy,19,0.0
Delete,answer_relevancy,20,0.0
Delete,answer_relevancy,21,0.0
Delete,answer_relevancy,22,0.0
Delete,answer_relevancy,23,0.0
Delete,answer_relevancy,24,0.0
Delete,answer_relevancy,25,0.0
Delete,answer_relevancy,26,0.0
Delete,answer_relevancy,27,0.0
Delete,answer_relevancy,28,0.0
Delete,answer_relevancy,29,0.0
Delete,answer_relevancy,30,0.0
Delete,answer_relevancy,31,0.0
Delete,answer_relevancy,32,0.0
Delete,answer_relevancy,33,0.0
Delete,answer_relevancy,34,0.0
Delete,answer_relevancy,35,0.0
Delete,answer_relevancy,36,0.0
Delete,answer_relevancy,37,0.0
Delete,answer_relevancy,38,0.0
Delete,answer_relevancy,39,0.0
Delete,answer_relevancy,40,0.893901058455629
Delete,answer_relevancy,41,0.0
Delete,answer_relevancy,42,0.0
Delete,answer_relevancy,43,0.0
Delete,answer_relevancy,44,0.0
Delete,answer_relevancy,45,0.0
Delete,answer_relevancy,46,0.0
Delete,answer_relevancy,47,0.0
Delete,answer_relevancy,48,0.0
Delete,answer_relevancy,49,0.0
Delete,answer_relevancy,50,0.0
Delete,answer_relevancy,51,0.0
