name,metric,question_id,value
Unificate,faithfulness,0,0.6666666666666666
Unificate,faithfulness,1,1.0
Unificate,faithfulness,2,0.3333333333333333
Unificate,faithfulness,3,1.0
Unificate,faithfulness,4,0.5
Unificate,faithfulness,5,0.8333333333333334
Unificate,faithfulness,6,0.0
Unificate,faithfulness,7,0.6666666666666666
Unificate,faithfulness,8,0.25
Unificate,faithfulness,9,1.0
Unificate,faithfulness,10,1.0
Unificate,faithfulness,11,0.6666666666666666
Unificate,faithfulness,12,0.8
Unificate,faithfulness,13,1.0
Unificate,faithfulness,14,0.0
Unificate,faithfulness,15,1.0
Unificate,faithfulness,16,1.0
Unificate,faithfulness,17,0.8
Unificate,faithfulness,18,1.0
Unificate,faithfulness,19,1.0
Unificate,faithfulness,20,0.5
Unificate,faithfulness,21,1.0
Unificate,faithfulness,22,0.0
Unificate,faithfulness,23,1.0
Unificate,faithfulness,24,0.42857142857142855
Unificate,faithfulness,25,1.0
Unificate,faithfulness,26,0.25
Unificate,faithfulness,27,0.5
Unificate,faithfulness,28,0.75
Unificate,faithfulness,29,0.25
Unificate,faithfulness,30,0.0
Unificate,faithfulness,31,0.75
Unificate,faithfulness,32,0.2
Unificate,faithfulness,33,0.5
Unificate,faithfulness,34,0.4
Unificate,faithfulness,35,1.0
Unificate,faithfulness,36,0.6666666666666666
Unificate,faithfulness,37,0.6666666666666666
Unificate,faithfulness,38,0.25
Unificate,faithfulness,39,1.0
Unificate,faithfulness,40,0.0
Unificate,faithfulness,41,1.0
Unificate,faithfulness,42,0.5
Unificate,faithfulness,43,0.3333333333333333
Unificate,faithfulness,44,1.0
Unificate,faithfulness,45,0.5
Unificate,faithfulness,46,0.8333333333333334
Unificate,faithfulness,47,0.5
Unificate,faithfulness,48,0.5
Unificate,faithfulness,49,0.0
Unificate,faithfulness,50,0.5
Unificate,faithfulness,51,0.6666666666666666
Unificate,faithfulness,52,1.0
Unificate,faithfulness,53,0.6666666666666666
Unificate,faithfulness,54,0.875
Unificate,faithfulness,55,0.0
Unificate,faithfulness,56,0.0
Unificate,faithfulness,57,0.3333333333333333
Unificate,faithfulness,58,0.0
Unificate,faithfulness,59,0.0
Unificate,faithfulness,60,0.3333333333333333
Unificate,faithfulness,61,0.3333333333333333
Unificate,faithfulness,62,0.8
Unificate,faithfulness,63,0.4
Unificate,faithfulness,64,0.75
Unificate,faithfulness,65,0.42857142857142855
Unificate,faithfulness,66,0.7142857142857143
Unificate,faithfulness,67,1.0
Unificate,faithfulness,68,1.0
Unificate,faithfulness,69,0.6666666666666666
Unificate,faithfulness,70,1.0
Unificate,faithfulness,71,0.6666666666666666
Unificate,faithfulness,72,0.8
Unificate,faithfulness,73,0.0
Unificate,faithfulness,74,1.0
Unificate,faithfulness,75,0.0
Unificate,faithfulness,76,0.5
Unificate,faithfulness,77,0.5
Unificate,faithfulness,78,0.5
Unificate,faithfulness,79,1.0
Unificate,faithfulness,81,0.5
Unificate,faithfulness,82,1.0
Unificate,faithfulness,83,0.0
Unificate,faithfulness,84,0.0
Unificate,faithfulness,85,0.0
Unificate,faithfulness,86,0.0
Unificate,faithfulness,87,0.0
Unificate,faithfulness,88,0.6666666666666666
Unificate,faithfulness,89,0.3333333333333333
Unificate,faithfulness,90,0.0
Unificate,faithfulness,91,0.0
Unificate,faithfulness,92,0.75
Unificate,faithfulness,93,0.5
Unificate,faithfulness,94,0.6666666666666666
Unificate,faithfulness,95,0.6666666666666666
Unificate,faithfulness,96,0.5
Unificate,faithfulness,97,0.75
Unificate,faithfulness,98,0.75
Unificate,faithfulness,99,0.75
Unificate,answer_relevancy,0,0.7781803029879889
Unificate,answer_relevancy,1,0.7101197639232918
Unificate,answer_relevancy,2,0.8565739737675772
Unificate,answer_relevancy,3,-0.0
Unificate,answer_relevancy,4,0.0
Unificate,answer_relevancy,5,0.0
Unificate,answer_relevancy,6,0.0
Unificate,answer_relevancy,7,0.6273841465566593
Unificate,answer_relevancy,8,0.0
Unificate,answer_relevancy,9,0.7455718843967829
Unificate,answer_relevancy,10,0.8366859932040208
Unificate,answer_relevancy,11,0.0
Unificate,answer_relevancy,12,0.0
Unificate,answer_relevancy,13,0.9436088300131114
Unificate,answer_relevancy,14,-0.0
Unificate,answer_relevancy,15,0.9399882937395428
Unificate,answer_relevancy,16,0.8791846896812435
Unificate,answer_relevancy,17,0.0
Unificate,answer_relevancy,18,0.0
Unificate,answer_relevancy,19,0.923102870310965
Unificate,answer_relevancy,20,-0.0
Unificate,answer_relevancy,21,0.9236617394917142
Unificate,answer_relevancy,22,0.0
Unificate,answer_relevancy,23,0.7113771974595782
Unificate,answer_relevancy,24,0.0
